"county","cd116","cntyname","pop10","afact"
"County code","116th Congressional district","County name","Population (2010)","county to cd116 allocation factor"
"15001","02","Hawaii HI",185079,1 
"15003","01","Honolulu HI",680496,0.714 
"15003","02","Honolulu HI",272711,0.286 
"15005","02","Kalawao HI",90,1 
"15007","02","Kauai HI",67091,1 
"15009","02","Maui HI",154834,1 
